#targetfile:$(projectRoot)/result/result/100cm/pocket/hasc-20150330-105508-mag-pca.csv-lowpass.csv
#targetfile:$(projectRoot)/result/result/75cm/waist-front/hasc-20150329-184345-mag-pca.csv-lowpass.csv
1427622233.08,1427622233.76,A
1427622233.76,1427622241.36,C
1427622241.36,1427622241.36,B
#targetfile:$(projectRoot)/result/result/75cm/waist-front/hasc-20150329-184404-mag-pca.csv-lowpass.csv
1427622253.09,1427622253.13,A
1427622253.13,1427622261.33,C
1427622261.33,1427622261.33,B
#targetfile:$(projectRoot)/result/result/75cm/waist-front/hasc-20150329-184424-mag-pca.csv-lowpass.csv
1427622274.05,1427622274.57,B
1427622274.57,1427622282.89,C
1427622282.89,1427622282.89,A
#targetfile:$(projectRoot)/result/result/75cm/waist-front/hasc-20150330-094801-mag-pca.csv-lowpass.csv
1427676489.79,1427676490.47,A
1427676490.47,1427676497.83,C
1427676497.83,1427676497.83,B
#targetfile:$(projectRoot)/result/result/75cm/waist-front/hasc-20150330-094821-mag-pca.csv-lowpass.csv
1427676509.38,1427676509.86,A
1427676509.86,1427676517.54,C
1427676517.54,1427676517.54,B
#targetfile:$(projectRoot)/result/result/75cm/waist-side/hasc-20150329-183825-mag-pca.csv-lowpass.csv
1427622093.09,1427622094.37,A
1427622094.37,1427622100.57,C
1427622100.57,1427622100.57,B
#targetfile:$(projectRoot)/result/result/75cm/waist-side/hasc-20150329-184144-mag-pca.csv-lowpass.csv
1427622113.76,1427622114.04,B
1427622114.04,1427622121.2,C
1427622121.2,1427622121.2,A
#targetfile:$(projectRoot)/result/result/75cm/waist-side/hasc-20150329-184233-mag-pca.csv-lowpass.csv
1427622173.6,1427622174.6,A
1427622174.6,1427622180.52,C
1427622180.52,1427622180.52,B
#targetfile:$(projectRoot)/result/result/75cm/waist-side/hasc-20150329-184304-mag-pca.csv-lowpass.csv
1427622193.86,1427622194.1,A
1427622194.1,1427622200.66,C
1427622200.66,1427622200.66,B
#targetfile:$(projectRoot)/result/result/75cm/waist-side/hasc-20150330-094718-mag-pca.csv-lowpass.csv
1427676447.94,1427676448.5,A
1427676448.5,1427676454.54,C
1427676454.54,1427676454.54,B
#targetfile:$(projectRoot)/result/result/75cm/waist-side/hasc-20150330-094738-mag-pca.csv-lowpass.csv
#targetfile:$(projectRoot)/result/result/Non/non/hasc-20150329-131131-mag-pca.csv-lowpass.csv
#targetfile:$(projectRoot)/result/result/Non/non/hasc-20150329-131516-mag-pca.csv-lowpass.csv
#targetfile:$(projectRoot)/result/result/Non/non/hasc-20150329-131607-mag-pca.csv-lowpass.csv
#targetfile:$(projectRoot)/result/result/Non/non/hasc-20150329-131629-mag-pca.csv-lowpass.csv
#targetfile:$(projectRoot)/result/result/Non/non/hasc-20150329-132459-mag-pca.csv-lowpass.csv
#targetfile:$(projectRoot)/result/result/Non/non/hasc-20150329-132521-mag-pca.csv-lowpass.csv
#targetfile:$(projectRoot)/result/result/Non/non/hasc-20150329-132541-mag-pca.csv-lowpass.csv
#targetfile:$(projectRoot)/result/result/Non/non/hasc-20150329-132600-mag-pca.csv-lowpass.csv
1427603170.71,1427603171.95,A
1427603171.95,1427603173.47,C
1427603173.47,1427603173.47,B
#targetfile:$(projectRoot)/result/result/Non/non/hasc-20150330-095605-mag-pca.csv-lowpass.csv
#targetfile:$(projectRoot)/result/result/Non/non/hasc-20150330-095628-mag-pca.csv-lowpass.csv
#targetfile:$(projectRoot)/result/result/Non/non/hasc-20150330-095652-mag-pca.csv-lowpass.csv
1427677026.29,1427677026.73,B
1427677026.73,1427677035.13,C
1427677035.13,1427677035.13,A
#targetfile:$(projectRoot)/result/result/Non/non/hasc-20150330-095724-mag-pca.csv-lowpass.csv
1427677056.76,1427677060.56,B
1427677060.56,1427677062.96,C
1427677062.96,1427677062.96,A
